,brand,model,title,url
0,acura,adx,"acura adx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-adx-model-3586
1,acura,cl,"acura cl - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-cl-model-138
2,acura,csx,"acura csx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-csx-model-143
3,acura,el,"acura el - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-el-model-148
4,acura,ilx,"acura ilx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-ilx-model-1994
5,acura,integra,"acura integra - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-integra-model-2258
6,acura,mdx,"acura mdx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-mdx-model-144
7,acura,nsx,"acura nsx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-nsx-model-149
8,acura,rdx,"acura rdx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-rdx-model-140
9,acura,rl,"acura rl - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-rl-model-145
10,acura,rlx,"acura rlx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-rlx-model-1982
11,acura,rsx,"acura rsx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-rsx-model-141
12,acura,slx,"acura slx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-slx-model-146
13,acura,tl,"acura tl - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-tl-model-142
14,acura,tlx,"acura tlx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-tlx-model-2241
15,acura,tsx,"acura tsx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-tsx-model-147
16,acura,zdx,"acura zdx - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/acura-zdx-model-1995
17,alfa,romeo,"alfa romeo 145 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-145-model-174
18,alfa,romeo,"alfa romeo 146 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-146-model-179
19,alfa,romeo,"alfa romeo 147 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-147-model-184
20,alfa,romeo,"alfa romeo 155 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-155-model-189
21,alfa,romeo,"alfa romeo 156 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-156-model-194
22,alfa,romeo,"alfa romeo 159 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-159-model-199
23,alfa,romeo,"alfa romeo 164 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-164-model-175
24,alfa,romeo,"alfa romeo 166 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-166-model-180
25,alfa,romeo,"alfa romeo 1750-2000 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-1750-2000-model-185
26,alfa,romeo,"alfa romeo 33 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-33-model-190
27,alfa,romeo,"alfa romeo 33 stradale - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-33-stradale-model-3313
28,alfa,romeo,"alfa romeo 4c - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-4c-model-2016
29,alfa,romeo,"alfa romeo 6 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-6-model-195
30,alfa,romeo,"alfa romeo 75 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-75-model-200
31,alfa,romeo,"alfa romeo 8c competizione - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-8c-competizione-model-176
32,alfa,romeo,"alfa romeo 90 - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-90-model-181
33,alfa,romeo,"alfa romeo alfasud - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-alfasud-model-186
34,alfa,romeo,"alfa romeo alfetta - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-alfetta-model-191
35,alfa,romeo,"alfa romeo arna - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-arna-model-196
36,alfa,romeo,"alfa romeo brera - technical specs, fuel consumption, dimensions",https://www.auto-data.net/en/alfa-romeo-brera-model-201
